% Model:              ns_case2.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 30 2023, 10:37
% Dimension:          2
% Nodes:              21651
% Expressions:        3
% Description:        速度场，x 分量, 速度场，y 分量, 压力
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  p (Pa)
0                         0.012160684765562407     0.0480512100463801       0                        3.761105585517127
0                         0.006364673708305073     0.025296658547567533     0                        3.761177107434738
0.008932343104746391      0.01128106207086155      0.04456177577750504      1.257653008951756E-5     3.76057400997286
0                         0.020718663104033027     0.08115760041285842      0                        3.760956555625858
0.00977563723413203       0.01902420495520564      0.07458113546407287      1.166775752266277E-5     3.760464356745686
0                         0.03285808499549279      0.12711372498368703      0                        3.76073630747276
0.01170841937293761       0.030574574578556498     0.11845575933328827      -5.384704092449185E-6    3.7603138344952947
0                         0.049853761893996595     0.18947345727605316      0                        3.7605839798213387
0.012726346234881785      0.04581567833135531      0.17472080060624018      -6.506173964987055E-5    3.7602035089420345
0                         0.0698953853843786       0.2600400819453912       0                        3.7605555856977997
0.014177644799292195      0.06472255837741836      0.24195655263335825      -1.7554688885196835E-4   3.760118827797917
0                         0.9943458977808899       0.02248853338882387      0                        3.7609845792121432
0                         0.9885084531067889       0.045437964972848834     0                        3.7609477301348004
0.008658620750083426      0.9891882673562741       0.042732964020069215     -7.908857042781007E-6    3.760364231542699
0                         0.09148668120031188      0.3324674734530575       0                        3.7604644679228083
0.015446030045025216      0.08603169479871413      0.3142851802874415       -3.39389906564078E-4     3.760113754501667
0                         0.9794188262278074       0.08063035623340563      0                        3.7607282378806186
0.011167009241280477      0.9797567582373929       0.07926416786516022      -1.1190228111252656E-5   3.7601567032247294
0                         0.1127860115972718       0.40026130874100746      0                        3.7607075485282757
0.015820058947672903      0.10365564264336326      0.3713646030159419       -4.859638244057728E-4    3.760262697338843
0                         0.9656945525632835       0.13251433485153266      0                        3.7604130646435743
0.011686455624805012      0.9670453262087995       0.1273642575695999       1.99699085837862E-5      3.7601129041049277
0                         0.13237558986600162      0.4594091722945189       0                        3.760998571228353
0.016685339265162396      0.12276974776192406      0.4305652166509489       -6.365442075237285E-4    3.760508886883354
0                         0.9479921625142333       0.19721208930328293      0                        3.7603865278480444
0.012660991304633315      0.9528125501884701       0.1797084994926518       8.769268572704405E-5     3.760047592787305
0                         0.15297466941236576      0.5182936797221727       0                        3.761379021006299
0.01761472130877302       0.14284637586700102      0.48952498114318727      -8.023231279842407E-4    3.7608266239123496
0                         0.9264047325554015       0.27271601621742625      0                        3.760228372144004
0.014165220259955251      0.9324329230279087       0.2517622966058808       1.935831367885299E-4     3.7599586933148275
0                         0.17463454621002988      0.5765492859201873       0                        3.7619430740380793
0.018535554702291183      0.1639394760759075       0.5479929949172525       -9.871935709556627E-4    3.761304233485386
0                         0.904870571608652        0.34431928098113335      0                        3.760381153929649
0.014518081266246237      0.9154312281931005       0.3093625215987013       3.0766535625344183E-4    3.7599939053357168
0                         0.1974094455604442       0.6337558254558489       0                        3.7626976465216018
0.019623662356872077      0.1865503324856909       0.6066977639813085       -0.0011820882863452814   3.7619802165265583
0                         0.8872153649970008       0.4002570444409577       0                        3.7605187248894674
0.015758016514166195      0.8967928481229299       0.37006794786422215      4.735393851013589E-4     3.7600980908227233
0                         0.2213565832359467       0.6894313851762165       0                        3.7636727367741067
0.020861627897943633      0.2100231280058587       0.6632952182832592       -0.0013662626062598147   3.7628496992330454
0                         0.24653615388911876      0.7430243148587179       0                        3.7648737045325085
0.021392251395746374      0.23413658120860753      0.7168520527913936       -0.0014885091468448304   3.763949059388277
0                         0.8676252826635197       0.459406606186269        0                        3.7607560817622363
0.016718483896782734      0.8771287478636208       0.43089935372243054      6.25814088532834E-4      3.7602813262679464
0                         0.27301147397236564      0.7939048362072078       0                        3.7662166419402943
0.022545346029655064      0.2600597192469485       0.7692338848070128       -0.0016114164878791267   3.7652624056646036
0                         0.8470259173951732       0.5182920506241537       0                        3.7611636798436336
0.01755935010796605       0.857015855397034        0.489920086363331        7.97084238425287E-4      3.760609293931379
0                         0.30084917664413907      0.8413557982267307       0                        3.7677247668732883
0.02338870882226036       0.2870935380965326       0.8181679652572892       -0.0016549439476219354   3.766733512738558
0                         0.825365861511544        0.5765482246514031       0                        3.7617283863871074
0.018503441707720933      0.8359220469743673       0.5483569658080804       9.83603897290019E-4      3.7610881318830924
0                         0.3301193303306939       0.8845622322908322       0                        3.769342190044681
0.024992148567014923      0.31577622294355545      0.863626547138416        -0.0016842535981031286   3.7683285424686077
0                         0.8025908268800612       0.6337551659521633       0                        3.7624876189314667
0.019513122275117544      0.8137000581289375       0.6060617977376678       0.0011721287913819837    3.7617564665497416
0                         0.36089563350560017      0.9225999008887668       0                        3.7709588657606763
0.026577365646210722      0.34587700441616637      0.9042626067158305       -0.0016373397821218617   3.769980187557127
0                         0.778643610964239        0.6894309522752394       0                        3.7634530413776734
0.02056739460785926       0.7902919215156693       0.6625681965542024       0.0013511798616933357    3.7626316769700594
0                         0.7534640010546274       0.7430240006775192       0                        3.7646284262414498
0.021740561559005528      0.7657021508427622       0.7171998641836933       0.0015152868996770386    3.763717971942907
0                         0.3932555683096822       0.9544225052124443       0                        3.77246581856109
0.027308793873786923      0.377651238051209        0.9393121156629683       -0.0014425052981780725   3.7716268209969748
0                         0.7269886475566999       0.7939046155215209       0                        3.766003047499409
0.022922043183935047      0.7398365230622502       0.7694408202786852       0.0016441353423968113    3.7650173667075673
0                         0.699150918678346        0.8413556463582831       0                        3.7675402040655626
0.02410935688604199       0.7126233748500905       0.8186168750097639       0.0017226391285486383    3.7665089646233025
0                         0.6698807395901467       0.884562137265219        0                        3.769174441507444
0.025334610981569885      0.6840065886737616       0.8639327483721947       0.0017362029656507276    3.76813908458464
0                         0.42728061136222656      0.978847562064594        0                        3.773710678181501
0.02856586751099051       0.41058049863682883      0.9670923377814574       -0.0011779650198656174   3.77305762948863
0                         0.6391044209808104       0.9225998402543739       0                        3.7708151542008124
0.026693548776384957      0.6539098330627333       0.9045188080350687       0.0016751162113872277    3.769830295249372
0                         0.4630564295165609       0.9945406903997407       0                        3.7745423474494433
0.02980522922487626       0.44541750240254796      0.9870422117585628       -7.818535517408195E-4    3.774152050029097
0                         0.6067444761940797       0.9544224672082061       0                        3.772347743842912
0.02802857095453801       0.6221637945701798       0.9394757296045161       0.0015109163025085815    3.7714868718810197
0                         0.5727194272209414       0.9788475396186328       0                        3.773632908378056
0.029190801225595055      0.5887290945617232       0.9675738145914022       0.0012211826952173207    3.772974418208896
0                         0.500000017947961        0.9999999999999987       0                        3.7748294972920875
0.030751641638864975      0.48120218921865726      0.9974654298800344       -2.749785710723966E-4    3.7747410403475565
0                         0.5369436063684447       0.9945406797939736       0                        3.7745108472783415
0.030433318935447016      0.5177937157909486       0.9976178891447604       2.898375241023493E-4     3.774742025898604
0.02997553697036973       0.55376297302942         0.9873919584860221       8.019273807537516E-4     3.7741171428793554
1.996561678696769         1                        0                        0                        0.10030441890716263
1.996561678696769         0.9991952717601545       0.06951424326883354      0.0020926549498586126    0.08040082774652821
2                         1                        0                        0                        -0.940257919056185
2                         1.003407785434138        0                        0                        -1.4372239974829004
2.0008090120571067        1.003407785434138        0.0021255272152734357    -0.0023949107257699035   -1.4117920358097258
2.8                       0.8034385774353758       0                        0                        1.199510988952262
