% Model:              ns2d_C.mph
% Version:            COMSOL 6.0.0.354
% Date:               Aug 11 2023, 23:07
% Dimension:          2
% Nodes:              10201
% Expressions:        3
% Description:        速度场x 分量, 速度场y 分量, 压力
% Length unit:        null
% x                       y                        u @ Re=100               v @ Re=100               p @ Re=100
0                         0                        0                        0                        0
0                         0.004006647973465352     0                        0                        -3.0013282588553434E-6
0                         0.008147082111446234     0                        0                        -9.493497746190244E-6
0                         0.012425769673840273     0                        0                        -1.3830195186699075E-5
0                         0.016847327087023307     0                        0                        -1.2043111359501063E-5
0                         0.02141652492467401      0                        0                        -2.3442521038107687E-6
0                         0.026138293054913518     0                        0                        1.622211150322942E-5
0                         0.03101772595931337      0                        0                        4.415213030140916E-5
0                         0.03606008822951071      0                        0                        8.166162438029797E-5
0                         0.04127082024736123      0                        0                        1.2878006949840727E-4
0                         0.046655544054758365     0                        0                        1.8540128628797344E-4
0                         0.05222006941945181      0                        0                        2.513115745564176E-4
0                         0.05797040010341013      0                        0                        3.2620494332180844E-4
0                         0.06391274034049056      0                        0                        4.0969049014502666E-4
0                         0.07005350153040497      0                        0                        5.012946566220501E-4
0                         0.07639930915620428      0                        0                        6.004598804233557E-4
0                         0.08295700993274494      0                        0                        7.065405385953156E-4
0                         0.08973367919385028      0                        0                        8.187965913454955E-4
0                         0.0967366285261368       0                        0                        9.363852207096467E-4
0                         0.10397341365774188      0                        0                        0.0010583506013129571
0                         0.11145184261046429      0                        0                        0.001183611756871913
0                         0.11917998412411362      0                        0                        0.0013109484820926995
0                         0.12716617636215694      0                        0                        0.0014389852538167361
0                         0.13541903590805648      0                        0                        0.0015661730215727275
0                         0.14394746706200423      0                        0                        0.001690768765939253
0                         0.15276067144808472      0                        0                        0.0018108127149216756
0                         0.16186815794223003      0                        0                        0.001924103121930995
0                         0.17127975293168068      0                        0                        0.002028168546314468
0                         0.18100561091701992      0                        0                        0.002120237609062359
0                         0.19105622546822132      0                        0                        0.0021972063071216503
0                         0.2014424405465303       0                        0                        0.002255602977239263
0                         0.21217546220439468      0                        0                        0.0022915513382156857
0                         0.22326687067606885      0                        0                        0.002300731771605342
0                         0.2347286328719353       0                        0                        0.0022783421779058043
0                         0.24657311529002482      0                        0                        0.002219058064491644
0                         0.25881309735866564      0                        0                        0.002116995899305692
0                         0.2714617852246581       0                        0                        0.001965676226074867
0                         0.2845328260018502       0                        0                        0.0017579991543936648
0                         0.2980403224954885       0                        0                        0.0014862157296710308
0                         0.3119988484182304       0                        0                        0.0011419351469322886
0                         0.3264234641142345       0                        0                        7.16106253487622E-4
0                         0.3413297328082957       0                        0                        1.9909710087071526E-4
0                         0.356733737397555        0                        0                        -4.193289853787885E-4
0                         0.3726520978039025       0                        0                        -0.0011497754862307683
0                         0.38910198890579534      0                        0                        -0.0020033111370183878
0                         0.4061011590688373       0                        0                        -0.0029908923375309335
0                         0.4236679492951146       0                        0                        -0.004123735139684281
0                         0.44182131301194744      0                        0                        -0.005412037078251679
0                         0.4605808365214086       0                        0                        -0.0068660754607639055
0                         0.4799667601326732       0                        0                        -0.008493622440141796
0                         0.5000000000000001       0                        0                        -0.010302681460656807
0                         0.5200332398673271       0                        0                        -0.012232084905908991
0                         0.5394191634785914       0                        0                        -0.014199839053313597
0                         0.5581786869880525       0                        0                        -0.01618953997504279
0                         0.5763320507048854       0                        0                        -0.018183318596623282
0                         0.5938988409311627       0                        0                        -0.020167874199359146
0                         0.6108980110942047       0                        0                        -0.02213056700474736
0                         0.6273479021960976       0                        0                        -0.024062139353931738
0                         0.6432662626024449       0                        0                        -0.025954915777976584
0                         0.6586702671917043       0                        0                        -0.027803861149133302
0                         0.6735765358857654       0                        0                        -0.029605791449888442
0                         0.6880011515817694       0                        0                        -0.03135970741149196
0                         0.7019596775045113       0                        0                        -0.033066445476167106
0                         0.7154671739981499       0                        0                        -0.034728743601999755
0                         0.7285382147753419       0                        0                        -0.03635108153489837
0                         0.7411869026413342       0                        0                        -0.03793966941435403
0                         0.7534268847099752       0                        0                        -0.039502372158625385
0                         0.7652713671280647       0                        0                        -0.04104868574320868
0                         0.7767331293239311       0                        0                        -0.042589698036766564
0                         0.7878245377956054       0                        0                        -0.04413806610503965
0                         0.7985575594534697       0                        0                        -0.045707989389696904
0                         0.8089437745317787       0                        0                        -0.04731518677462013
0                         0.8189943890829801       0                        0                        -0.04897687269610539
0                         0.8287202470683194       0                        0                        -0.05071173617710101
0                         0.83813184205777         0                        0                        -0.05253992500351124
0                         0.8472393285519152       0                        0                        -0.054483040906880637
0                         0.8560525329379954       0                        0                        -0.0565641529171107
0                         0.8645809640919436       0                        0                        -0.05880783862433614
0                         0.8728338236378432       0                        0                        -0.06124026536304537
0                         0.8808200158758865       0                        0                        -0.06388932623685904
0                         0.8885481573895359       0                        0                        -0.06678484942090009
0                         0.8960265863422582       0                        0                        -0.06995890394956794
0                         0.9032633714738633       0                        0                        -0.07344623193682576
0                         0.9102663208061497       0                        0                        -0.07728484711723106
0                         0.9170429900672549       0                        0                        -0.08151685464385398
0                         0.9236006908437957       0                        0                        -0.0861895703598983
0                         0.9299464984695951       0                        0                        -0.09135705446933005
0                         0.9360872596595095       0                        0                        -0.09708223377210597
0                         0.94202959989659         0                        0                        -0.10343988441001901
0                         0.9477799305805481       0                        0                        -0.11052091442007587
0                         0.9533444559452415       0                        0                        -0.11843867897951303
0                         0.9587291797526388       0                        0                        -0.12733861157322043
0                         0.9639399117704894       0                        0                        -0.13741349255820598
0                         0.9689822740406866       0                        0                        -0.1489289348606501
0                         0.9738617069450866       0                        0                        -0.1622683877365452
0                         0.9785834750753261       0                        0                        -0.17801825747858227
0                         0.9831526729129767       0                        0                        -0.19715849869306215
0                         0.9875742303261598       0                        0                        -0.22144640183969638
0                         0.9918529178885537       0                        0                        -0.25427788774232346
0                         0.9959933520265346       0                        0                        -0.3176493751304257
0                         1                        0                        0                        -0.3736590721278845
0.004006647973465352      0.9918529178885536       0.0011296347827811865    0.01765781841424476      -0.24759842004817118
0.004006647973465352      0.9959933520265345       0.003212872409688639     0.012511123459634416     -0.28855402770075333
0.004006647973465352      1                        0.01581917194740761      1.3082084646865743E-4    -0.31688065668087895
0.004006647973465353      0.9738617069450867       -1.0430545596969318E-4   0.020432214199243993     -0.16216148028064944
0.004006647973465353      0.9785834750753261       -9.087658143230504E-6    0.020481238695779714     -0.17745912434383576
0.004006647973465353      0.9831526729129767       1.5370583898163579E-4    0.0202322631664656       -0.1957658680299292
0.004006647973465353      0.9875742303261598       4.6701233423391566E-4    0.0194581826972755       -0.21843896774504926
0.004006647973465354      0.9533444559452415       -2.3402505691281762E-4   0.01887324193824082      -0.11892645764357186
0.004006647973465354      0.9587291797526388       -2.2166364463929E-4      0.019382958196517346     -0.12776677348516297
0.004006647973465354      0.9639399117704894       -1.9943267462826188E-4   0.01983238562273297      -0.1377408012259193
0.004006647973465355      0.9299464984695951       -2.2870273284614E-4      0.016551042766010486     -0.09187756223766168
0.004006647973465355      0.9360872596595095       -2.355093325832409E-4    0.01715095338911946      -0.09761349590246271
0.004006647973465355      0.94202959989659         -2.3936382339275077E-4   0.017744398240886205     -0.10397214988080293
0.004006647973465355      0.9477799305805481       -2.3930506578156586E-4   0.01832225911305655      -0.11104056118023667
0.004006647973465355      0.9689822740406866       -1.6287596371033773E-4   0.020195116762786538     -0.14909164685899157
0.0040066479734653555     0.9102663208061497       -1.971566285081079E-4    0.014781679376149364     -0.07773868377081385
0.0040066479734653555     0.9170429900672548       -2.090066126270371E-4    0.015360633136790716     -0.0819968817652698
0.0040066479734653555     0.9236006908437957       -2.1967660514469632E-4   0.015952178593863386     -0.08669232712504503
0.004006647973465356      0.8885481573895359       -1.580407594289813E-4    0.013161141430334328     -0.06714985491716524
0.004006647973465356      0.8960265863422581       -1.7137975048216674E-4   0.013678556016855612     -0.07035440251198317
0.004006647973465356      0.9032633714738632       -1.8450811674472064E-4   0.014219751958331844     -0.07387158607614464
0.004006647973465357      0.8728338236378433       -1.31612988939346E-4     0.01220687284077505      -0.06154465332569939
0.004006647973465357      0.8808200158758865       -1.4472012768908596E-4   0.012669954175722973     -0.0642237983482275
0.004006647973465358      0.8472393285519152       -9.510164748284464E-5    0.010997084337170946     -0.05470355465385521
0.004006647973465358      0.8560525329379954       -1.0667608272877348E-4   0.011369865038503074     -0.05681126105911529
0.004006647973465358      0.8645809640919436       -1.1888511072724196E-4   0.011773236055108832     -0.059082994804272565
0.004006647973465359      0.8287202470683193       -7.42107486433955E-5     0.010342237320048821     -0.050884236460966174
0.004006647973465359      0.83813184205777         -8.425549390307145E-5    0.010654742947723443     -0.05273551376223908
0.00400664797346536       0.8089437745317787       -5.672332416617656E-5    0.009802214187337866     -0.04744747030627454
0.00400664797346536       0.8189943890829801       -6.502133626373031E-5    0.010058537127176082     -0.049128243819526365
0.004006647973465361      0.7878245377956054       -4.286500453344874E-5    0.009364192892460635     -0.04423844640961348
0.004006647973465361      0.7985575594534698       -4.9336327880015907E-5   0.009571474479054284     -0.045823272102584474
0.004006647973465362      0.7652713671280647       -3.262284174675107E-5    0.009010070479689023     -0.04112545634069513
0.004006647973465362      0.7767331293239311       -3.730064892571869E-5    0.009177950038383105     -0.042677255913456315
0.0040066479734653625     0.7411869026413342       -2.5796764875111512E-5   0.00871765133073402      -0.03800068096650696
0.0040066479734653625     0.7534268847099752       -2.880115544870973E-5    0.008857661376052704     -0.039570322921045
0.004006647973465363      0.7285382147753419       -2.356408000950788E-5    0.00858682804309197      -0.03640693161021411
0.004006647973465364      0.7019596775045113       -2.1205407045091366E-5   0.008339413074032683     -0.033116833785474295
0.004006647973465364      0.7154671739981499       -2.205201043923623E-5    0.00846187627890943      -0.03478109462216681
0.004006647973465365      0.6880011515817694       -2.0965585994268385E-5   0.008216026498178824     -0.031409536301088864
0.004006647973465366      0.6586702671917042       -2.206024283245774E-5    0.007952900227499343     -0.02785621378926009
0.004006647973465366      0.6735765358857653       -2.127176482735112E-5    0.008088308348153531     -0.029656323068870435
0.004006647973465367      0.6432662626024449       -2.326672072935614E-5    0.007806522775067687     -0.02601005487973586
0.004006647973465368      0.6273479021960976       -2.4822849026089024E-5   0.007646042642224426     -0.024120879184890625
0.0040066479734653685     0.5938988409311627       -2.8709144231103707E-5   0.007271173673563442     -0.02023560532627638
0.0040066479734653685     0.6108980110942047       -2.666183992090222E-5    0.007468490538245676     -0.022193556358226427
0.004006647973465369      0.5763320507048852       -3.0897203207523155E-5   0.007051658134913184     -0.018256102537413794
0.00400664797346537       0.5581786869880525       -3.3141784721893924E-5   0.006807967759240245     -0.016267528691052722
0.004006647973465371      0.5394191634785914       -3.538061288316384E-5    0.0065384805802636455    -0.014282986856579638
0.004006647973465372      0.5200332398673271       -3.7510320821457696E-5   0.006242267636719771     -0.012320185071531584
0.004006647973465373      0.5000000000000001       -3.950276173141948E-5    0.005918838960896438     -0.010395357435540403
0.004006647973465374      0.47996676013267314      -4.117983033053934E-5    0.005579835537315542     -0.008590195155474167
0.004006647973465375      0.4605808365214086       -4.246501136488045E-5    0.005239778682133722     -0.006965653942316505
0.004006647973465376      0.4236679492951146       -4.397866894072022E-5    0.004569454543537698     -0.004226847265511496
0.004006647973465376      0.44182131301194744      -4.339635603208821E-5    0.004902034646955713     -0.005513777997033921
0.004006647973465377      0.4061011590688373       -4.424604495865805E-5    0.004244522465958296     -0.0030946347792076374
0.004006647973465378      0.3726520978039025       -4.3942569944016455E-5   0.0036251750360881733    -0.001252849078250052
0.004006647973465378      0.3891019889057953       -4.422270150381898E-5    0.003929225262779742     -0.0021070190405322892
0.004006647973465379      0.356733737397555        -4.343431470811478E-5    0.0033335772592824804    -5.212439717557798E-4
0.00400664797346538       0.3264234641142345       -4.1852390840818726E-5   0.002790983023593623     6.178196104473598E-4
0.00400664797346538       0.3413297328082957       -4.272863574734177E-5    0.003055318880218154     9.879982090099432E-5
0.004006647973465381      0.31199884841823033      -4.083139364027374E-5    0.002540911159108625     0.0010459946349316007
0.0040066479734653816     0.2845328260018502       -3.8443540851710726E-5   0.002083907848251803     0.001667548312236111
0.0040066479734653816     0.2980403224954885       -3.968825831735955E-5    0.0023052324265393307    0.0013929027594339245
0.004006647973465382      0.2714617852246581       -3.711509344197103E-5    0.0018767593693046       0.001878279976594761
0.004006647973465383      0.24657311529002482      -3.426759046717495E-5    0.0015037632100216721    0.0021382081496365665
0.004006647973465383      0.25881309735866564      -3.571861557893215E-5    0.0016835011820501753    0.002032810499351414
0.004006647973465384      0.22326687067606885      -3.1246594683072844E-5   0.0011830721520326934    0.0022268228680191043
0.004006647973465384      0.2347286328719353       -3.277362670907482E-5    0.0013371128658814359    0.0022009254480252166
0.004006647973465385      0.2014424405465303       -2.812559000394613E-5    9.107652754266314E-4     0.00218885878071842
0.004006647973465385      0.21217546220439468      -2.9694884135399537E-5   0.0010411322870287772    0.0022212054310108385
0.004006647973465386      0.18100561091701992      -2.495739568672591E-5    6.825960546757104E-4     0.002060759895520439
0.004006647973465386      0.19105622546822132      -2.6544724000775722E-5   7.914333053982336E-4     0.0021340887164160607
0.004006647973465387      0.16186815794223003      -2.178033170850221E-5    4.942643948074681E-4     0.0018719073109500176
0.004006647973465387      0.17127975293168068      -2.3367990679558945E-5   5.837163507327322E-4     0.001972334194094622
0.004006647973465388      0.13541903590805648      -1.7060734601468986E-5   2.7734527278415065E-4    0.0015247967384769176
0.004006647973465388      0.14394746706200423      -1.862362984882903E-5    3.4157878987127954E-4    0.0016458079322999742
0.004006647973465388      0.15276067144808472      -2.01978307223965E-5     4.1372082221146814E-4    0.0017622434935301923
0.0040066479734653885     0.11917998412411362      -1.3980955144106226E-5   1.7070413714962077E-4    0.0012766488129861407
0.0040066479734653885     0.12716617636215694      -1.5512140441323294E-5   2.205417121912951E-4     0.001401164410645769
0.004006647973465389      0.0967366285261368       -9.527146747456459E-6    5.855754829429224E-5     9.123884711422606E-4
0.004006647973465389      0.10397341365774188      -1.0984525945035713E-5   9.014179657910504E-5     0.0010309689740024043
0.004006647973465389      0.11145184261046429      -1.2470519077366342E-5   1.2738285624615863E-4    0.0011527937142878167
0.00400664797346539       0.07639930915620428      -5.378379026594515E-6    -6.325434735995827E-6    5.862280903882593E-4
0.00400664797346539       0.08295700993274494      -6.718093449244731E-6    1.0721684914816117E-5    6.891283177457675E-4
0.00400664797346539       0.08973367919385028      -8.103160266061037E-6    3.2218156351773856E-5    7.981258715867945E-4
0.004006647973465391      0.05222006941945181      -6.441992346518237E-7    -3.7711240798958625E-5   2.487057199384783E-4
0.004006647973465391      0.05797040010341013      -1.7131799852685383E-6   -3.462203957132422E-5    3.2089886377832666E-4
0.004006647973465391      0.06391274034049056      -2.8663508290078393E-6   -2.8615568401201123E-5   4.015301638440721E-4
0.004006647973465391      0.07005350153040497      -4.091530872997623E-6    -1.9310282363125262E-5   4.901522460154147E-4
0.004006647973465392      0.03606008822951071      1.8994822887256903E-6    -3.337380485663253E-5    8.584368348773794E-5
0.004006647973465392      0.04127082024736123      1.1808880851045784E-6    -3.6687741235197465E-5   1.309682005747488E-4
0.004006647973465392      0.046655544054758365     3.261904593632026E-7     -3.8268712346008915E-5   1.8530799121691717E-4
0.004006647973465393      0.012425769673840273     2.4103347504542368E-6    -6.572275063856921E-6    -7.307550968207793E-6
0.004006647973465393      0.02141652492467401      2.9680505704481953E-6    -1.7388641387373473E-5   5.25449650843582E-6
0.004006647973465393      0.026138293054913518     2.8254416445461664E-6    -2.3262451252282125E-5   2.3216035225830234E-5
0.004006647973465393      0.03101772595931337      2.4574863254447097E-6    -2.8749849209280453E-5   4.996754056535705E-5
0.004006647973465394      0                        0                        0                        3.0010057442329737E-6
