4.622657564380105999e-01 8.642655697627712463e-01 5.970912013728797429e-01
7.452768615359641746e-01 -4.916318230163541081e-02 1.032594889618088096e-02
1.218196317319857336e-01 3.075188336180902926e-01 7.465421869690624934e-01
-1.680706168181194116e-01 -2.409411704609658589e-01 5.584770073465163964e-01
1.093188700706044791e-01 -4.551323310195942717e-01 9.209591732472276471e-01
3.604297129774807207e-01 4.655728289788689800e-01 4.662631778704223739e-01
-1.436265779737513348e-01 -4.893857340709246717e-01 2.244244869463796199e-01
-9.441328498476400100e-01 4.560967731101306377e-02 9.505522769727695609e-01
-3.039026422560846541e-01 -6.807388662764055631e-01 5.902723681451609306e-01
-7.873226352733710964e-01 -6.846343628080453492e-02 2.165411221560582522e-01
7.884487419781938122e-01 7.590705861383089115e-01 5.454845485842392261e-01
1.088308906047388280e-01 1.288341161215584840e-01 6.857423052120459328e-02
-1.785559937249481255e-01 -1.255627687609768284e-01 7.923125253344777130e-01
-1.363619471874919498e-01 -1.717419935887853910e-01 6.478146000349057632e-01
-1.514718105252264024e-01 1.430152252749725683e-01 5.726329354009347394e-01
-6.943958654714199596e-02 -9.790187086757407009e-01 6.053586307236455966e-01
2.148861522120482093e-02 -3.039131998715525196e-01 3.535526143221501272e-03
-5.313032015827576782e-01 -3.599325003222013653e-01 3.078089272075331673e-01
-9.637093020463465276e-01 4.773022021395374459e-01 9.151043075009764882e-01
-4.270222660153550898e-01 9.997619658229710549e-01 6.092661767042305554e-01
-6.963468527899454585e-01 9.502889341904590115e-01 4.493214149258192291e-01
-9.121336890495768124e-01 4.839889522288196577e-01 5.495290934182334164e-01
-3.863715625547350374e-01 9.940302527074806882e-01 4.499679422205893342e-02
6.610513273584599503e-01 1.079415429794394754e-01 9.427794844572147115e-01
-7.324021135885534495e-01 -1.554841403776505704e-01 1.057231955921494881e-01
-2.536610091129531952e-01 -2.039876661106847511e-01 1.306500247522912606e-01
4.282686810286588930e-01 -2.297784480356144243e-01 4.500532868004436526e-01
2.349184949305005432e-02 3.096722573707404447e-01 7.403399308989260241e-01
6.125422156621396219e-01 -9.953884163359116855e-01 1.688773885694606625e-01
-2.389690883647590525e-01 1.568394502729415496e-01 6.494304789569553815e-01
-8.954948343745618988e-01 7.164482856374267961e-01 4.794712411259294260e-01
-8.089098556019824748e-01 4.670891514338550987e-01 9.693716004148040799e-01
-8.691598315752337989e-01 5.177837590570466553e-01 3.978384372839983696e-01
-3.827291415171034661e-01 -1.074612227530986619e-01 1.011032676943489639e-01
-2.465672951674080515e-02 -8.133279387358278711e-01 1.346147515561190167e-01
1.743083530097118139e-01 -5.030820200719077206e-01 2.393904949981083830e-01
-8.277600629675332389e-01 -9.698102523707081701e-01 2.893369424692375791e-01
1.882295295137232927e-01 8.611971600639951596e-01 6.259828922843975185e-01
-6.967434948918507231e-01 8.166488540581058331e-01 3.009830263127322159e-01
3.516576879235013831e-01 -4.517956408187167039e-01 5.077712148977929774e-01
3.834375469142909942e-01 7.299365041668892662e-01 3.172731988196025865e-01
-9.525297757711235214e-01 -5.838001054901125197e-01 9.759389704849891212e-01
5.006907025357199004e-02 2.544273747483183357e-02 1.080201794223474288e-01
-2.566110366105878171e-03 8.087349746780296833e-01 9.362065767004217332e-01
2.025312138171457832e-01 6.014376215778185486e-01 5.280277416602032758e-01
7.738926896022912949e-02 -3.928425946045566164e-01 1.581993793163800621e-01
9.634961454817529969e-01 6.864562568779111196e-01 7.609009995502810098e-01
-4.507598147845093273e-02 7.025724179633567879e-01 4.225402571913453587e-01
-1.852017576569502388e-01 -7.572716677314783595e-01 4.955016133130556444e-01
-4.680176322361473407e-01 1.518897183705103515e-01 1.473350053479880462e-01
2.508506654136644087e-01 -6.366229899623900845e-01 8.369779380149645620e-01
6.683925307341982425e-01 -6.123445449563436060e-01 4.092008013548927847e-01
7.354695275295624057e-01 -2.122122675768014499e-01 7.441568454357493367e-01
-8.574387701648069626e-01 4.390525431246876664e-01 8.762415363696527404e-01
9.481288979119411042e-01 -7.649671801065660581e-02 2.863496864068094672e-01
-4.956501367741212860e-01 2.379300589570763069e-01 3.445513830028025248e-01
-3.782696960352793791e-01 6.689842098797948999e-02 7.860498391580728050e-01
4.423615075135933772e-02 1.005449172223833454e-01 9.629632244474544134e-01
8.974855259943936847e-01 5.176259253220569789e-01 6.133505372184966387e-01
-8.544482431606139627e-01 9.041725528117385835e-01 4.403019822414061535e-01
-9.270750029686389837e-01 -8.917154176909947161e-02 5.491455742217684621e-01
-9.575744517505886400e-01 6.157982732369418066e-01 2.756423452957642573e-01
1.854432646795856066e-01 -7.583370525375903171e-01 1.507762182909309079e-01
-6.091605911789790273e-01 3.730484159690083956e-02 7.546092826075833093e-01
8.201707949076673110e-01 -1.582731474953364970e-01 6.549989636641589952e-01
-4.444885360422179410e-02 -4.097309717492820802e-01 7.494308742172203219e-01
5.259540737716488223e-01 -3.242543179646983909e-02 5.561368327875293449e-02
4.278490017723912686e-02 5.550081781471374320e-01 2.614537960804933503e-01
-8.104782059165827057e-02 -6.287557377697439165e-01 4.962619207467244831e-02
5.136692034745207192e-01 -8.427849537312266381e-01 6.128527772093793624e-01
-5.931424206377915453e-01 7.851129543996495652e-01 1.455931111752691853e-01
-4.431812969737944918e-01 7.541916208059751270e-01 5.043145566713557182e-01
7.149665062973895591e-01 2.561972231038842640e-01 6.019389936160214338e-01
-2.253990284246489839e-01 -1.401449163341035309e-01 8.957895054904425614e-01
1.013295432292213860e-01 6.762291944309328784e-01 5.006950478145273387e-01
7.092146530481657773e-01 9.701339675802966855e-01 5.933032729892601109e-01
-8.556930191456626478e-01 -8.019266823455839521e-01 6.839287608902745452e-01
2.258004073464512373e-01 -7.213406474078851716e-01 3.180682397845224774e-01
4.288720887801786841e-01 -5.096448978594236845e-01 1.452936480583224554e-01
-8.672728860959229014e-01 1.908470048126624796e-01 5.410657263320265420e-01
5.077609230743587165e-01 5.493717813780716330e-01 6.394331756762463570e-01
-2.418091843337999425e-01 -9.272666136143727922e-01 5.694222728200919459e-01
5.507450342115096653e-01 9.100812221643521660e-01 5.798874170190684296e-01
9.594766352727099878e-01 -5.644551520974692149e-01 9.002010415834006407e-01
-1.350694225068271859e-01 9.208924224548551418e-01 3.247848832328409374e-01
2.984760758020166271e-02 5.523874207756720445e-01 5.469009731222234105e-01
