% Model:              ns2d_C.mph
% Version:            COMSOL 6.0.0.354
% Date:               Aug 11 2023, 23:08
% Dimension:          2
% Nodes:              10201
% Expressions:        3
% Description:        速度场x 分量, 速度场y 分量, 压力
% Length unit:        null
% x                       y                        u @ Re=100               v @ Re=100               p @ Re=100
0                         0                        0                        0                        0
0                         0.004006647973465352     0                        0                        -1.3906447174104052E-6
0                         0.008147082111446234     0                        0                        -4.464971970627759E-6
0                         0.012425769673840273     0                        0                        -6.638579039744455E-6
0                         0.016847327087023307     0                        0                        -6.049732679731991E-6
0                         0.02141652492467401      0                        0                        -1.8450621401194206E-6
0                         0.026138293054913518     0                        0                        6.439341987637695E-6
0                         0.03101772595931337      0                        0                        1.9051158234910995E-5
0                         0.03606008822951071      0                        0                        3.6105504801262546E-5
0                         0.04127082024736123      0                        0                        5.7629238245301966E-5
0                         0.046655544054758365     0                        0                        8.358519785149645E-5
0                         0.05222006941945181      0                        0                        1.1388601535402452E-4
0                         0.05797040010341013      0                        0                        1.484019932642425E-4
0                         0.06391274034049056      0                        0                        1.8696542454013068E-4
0                         0.07005350153040497      0                        0                        2.2937264680830514E-4
0                         0.07639930915620428      0                        0                        2.753845651358633E-4
0                         0.08295700993274494      0                        0                        3.2472606922452407E-4
0                         0.08973367919385028      0                        0                        3.770845910334147E-4
0                         0.0967366285261368       0                        0                        4.321079234783216E-4
0                         0.10397341365774188      0                        0                        4.894013968933025E-4
0                         0.11145184261046429      0                        0                        5.485244165137556E-4
0                         0.11917998412411362      0                        0                        6.089863550334405E-4
0                         0.12716617636215694      0                        0                        6.702417748290527E-4
0                         0.13541903590805648      0                        0                        7.316849296356871E-4
0                         0.14394746706200423      0                        0                        7.92643484858596E-4
0                         0.15276067144808472      0                        0                        8.523713833304417E-4
0                         0.16186815794223003      0                        0                        9.100407743263688E-4
0                         0.17127975293168068      0                        0                        9.647329146774192E-4
0                         0.18100561091701992      0                        0                        0.001015427947618754
0                         0.19105622546822132      0                        0                        0.0010609934555220286
0                         0.2014424405465303       0                        0                        0.0011001716969160713
0                         0.21217546220439468      0                        0                        0.0011315654112441793
0                         0.22326687067606885      0                        0                        0.0011536221546560573
0                         0.2347286328719353       0                        0                        0.001164617002573671
0                         0.24657311529002482      0                        0                        0.0011626337897607593
0                         0.25881309735866564      0                        0                        0.0011455444825104898
0                         0.2714617852246581       0                        0                        0.0011109875725181005
0                         0.2845328260018502       0                        0                        0.0010563440627266592
0                         0.2980403224954885       0                        0                        9.787143095208197E-4
0                         0.3119988484182304       0                        0                        8.748905491104084E-4
0                         0.3264234641142345       0                        0                        7.413358399223E-4
0                         0.3413297328082957       0                        0                        5.741520566438642E-4
0                         0.356733737397555        0                        0                        3.690697714591988E-4
0                         0.3726520978039025       0                        0                        1.2140659398342688E-4
0                         0.38910198890579534      0                        0                        -1.7391222735886958E-4
0                         0.4061011590688373       0                        0                        -5.224217071548558E-4
0                         0.4236679492951146       0                        0                        -9.300249138046034E-4
0                         0.44182131301194744      0                        0                        -0.0014031291758350394
0                         0.4605808365214086       0                        0                        -0.0019484086004483987
0                         0.4799667601326732       0                        0                        -0.002573089422525025
0                         0.5000000000000001       0                        0                        -0.0032844724575217385
0                         0.5200332398673271       0                        0                        -0.004064035564274153
0                         0.5394191634785914       0                        0                        -0.00488261468269597
0                         0.5581786869880525       0                        0                        -0.005734659249560702
0                         0.5763320507048854       0                        0                        -0.0066150537987384895
0                         0.5938988409311627       0                        0                        -0.0075191360916898676
0                         0.6108980110942047       0                        0                        -0.008442805491474052
0                         0.6273479021960976       0                        0                        -0.00938256672525773
0                         0.6432662626024449       0                        0                        -0.010335586893801447
0                         0.6586702671917043       0                        0                        -0.01129972360753771
0                         0.6735765358857654       0                        0                        -0.012273549617014087
0                         0.6880011515817694       0                        0                        -0.013256362153375634
0                         0.7019596775045113       0                        0                        -0.014248185974130322
0                         0.7154671739981499       0                        0                        -0.015249767558284647
0                         0.7285382147753419       0                        0                        -0.016262564127703782
0                         0.7411869026413342       0                        0                        -0.017288727621093732
0                         0.7534268847099752       0                        0                        -0.01833108553457311
0                         0.7652713671280647       0                        0                        -0.019393119494652823
0                         0.7767331293239311       0                        0                        -0.02047894295059409
0                         0.7878245377956054       0                        0                        -0.02159327913298923
0                         0.7985575594534697       0                        0                        -0.022741440649249683
0                         0.8089437745317787       0                        0                        -0.02392931214116734
0                         0.8189943890829801       0                        0                        -0.025163337639398323
0                         0.8287202470683194       0                        0                        -0.026450514457511964
0                         0.83813184205777         0                        0                        -0.02779839576528491
0                         0.8472393285519152       0                        0                        -0.029215104348246472
0                         0.8560525329379954       0                        0                        -0.03070936054876353
0                         0.8645809640919436       0                        0                        -0.03229052803396101
0                         0.8728338236378432       0                        0                        -0.0339686819252382
0                         0.8808200158758865       0                        0                        -0.03575470506068793
0                         0.8885481573895359       0                        0                        -0.03766041990873505
0                         0.8960265863422582       0                        0                        -0.03969876615340522
0                         0.9032633714738633       0                        0                        -0.041884037603951686
0                         0.9102663208061497       0                        0                        -0.04423219743121328
0                         0.9170429900672549       0                        0                        -0.04676129873828013
0                         0.9236006908437957       0                        0                        -0.04949204968041244
0                         0.9299464984695951       0                        0                        -0.052448581353072614
0                         0.9360872596595095       0                        0                        -0.05565950703670716
0                         0.94202959989659         0                        0                        -0.059159411178957864
0                         0.9477799305805481       0                        0                        -0.06299099134658998
0                         0.9533444559452415       0                        0                        -0.0672082248348065
0                         0.9587291797526388       0                        0                        -0.07188120946447783
0                         0.9639399117704894       0                        0                        -0.07710385148286494
0                         0.9689822740406866       0                        0                        -0.08300671148373136
0                         0.9738617069450866       0                        0                        -0.08977969242307869
0                         0.9785834750753261       0                        0                        -0.09771494537621866
0                         0.9831526729129767       0                        0                        -0.1073028058350358
0                         0.9875742303261598       0                        0                        -0.11942477697186045
0                         0.9918529178885537       0                        0                        -0.13578749873321003
0                         0.9959933520265346       0                        0                        -0.16741567514529898
0                         1                        0                        0                        -0.195394889210741
0.004006647973465352      0.9918529178885536       5.870974520619113E-4     0.008872045211513172     -0.1323782369795718
0.004006647973465352      0.9959933520265345       0.0016171923218605436    0.006266551861820872     -0.1528210177102746
0.004006647973465352      1                        0.007909524255843554     6.522121372055291E-5     -0.16696373174717496
0.004006647973465353      0.9738617069450867       -8.67654421501043E-6     0.010547020723106888     -0.08960352015588215
0.004006647973465353      0.9785834750753261       3.6817689681789655E-5    0.010483240380899865     -0.09731645059313176
0.004006647973465353      0.9831526729129767       1.1429055261512237E-4    0.010278935582115213     -0.10649666504290764
0.004006647973465353      0.9875742303261598       2.647531989602135E-4     0.009824067275936814     -0.11782743781661219
