% Model:              ns2d_C.mph
% Version:            COMSOL 6.0.0.354
% Date:               Aug 12 2023, 23:34
% Dimension:          2
% Nodes:              10201
% Expressions:        3
% Description:        速度场x 分量, 速度场y 分量, 压力
% Length unit:        null
% x                       y                        u @ Re=100               v @ Re=100               p @ Re=100
0                         0                        0                        0                        0
0                         0.004006647973465352     0                        0                        -2.069178067093722E-5
0                         0.008147082111446234     0                        0                        -7.790961810620553E-5
0                         0.012425769673840273     0                        0                        -1.3866389807239637E-4
0                         0.016847327087023307     0                        0                        -1.7101341471943484E-4
0                         0.02141652492467401      0                        0                        -1.5739519677195136E-4
0                         0.026138293054913518     0                        0                        -8.640500414608775E-5
0                         0.03101772595931337      0                        0                        4.984305339828281E-5
0                         0.03606008822951071      0                        0                        2.5701427363178695E-4
0                         0.04127082024736123      0                        0                        5.392659866811588E-4
0                         0.046655544054758365     0                        0                        8.996377875420062E-4
0                         0.05222006941945181      0                        0                        0.0013402597786323872
0                         0.05797040010341013      0                        0                        0.0018624461502831455
0                         0.06391274034049056      0                        0                        0.0024667089959727936
0                         0.07005350153040497      0                        0                        0.0031527102869513936
0                         0.07639930915620428      0                        0                        0.003919160598619435
0                         0.08295700993274494      0                        0                        0.004763667690863406
0                         0.08973367919385028      0                        0                        0.005682534732411997
0                         0.0967366285261368       0                        0                        0.006670505071212023
0                         0.10397341365774188      0                        0                        0.007720452769144184
0                         0.11145184261046429      0                        0                        0.008823008934394628
0                         0.11917998412411362      0                        0                        0.009966118966705588
0                         0.12716617636215694      0                        0                        0.011134536021338171
0                         0.13541903590805648      0                        0                        0.01230923615531361
0                         0.14394746706200423      0                        0                        0.013466756946849201
0                         0.15276067144808472      0                        0                        0.014578461717346896
0                         0.16186815794223003      0                        0                        0.015609733393536695
0                         0.17127975293168068      0                        0                        0.016519109209768516
0                         0.18100561091701992      0                        0                        0.017257374085586797
0                         0.19105622546822132      0                        0                        0.017766641506454153
0                         0.2014424405465303       0                        0                        0.01797946007744247
0                         0.21217546220439468      0                        0                        0.01781800494219791
0                         0.22326687067606885      0                        0                        0.017193417061062588
0                         0.2347286328719353       0                        0                        0.01600540240822946
0                         0.24657311529002482      0                        0                        0.014142163704125384
0                         0.25881309735866564      0                        0                        0.011480884711567479
0                         0.2714617852246581       0                        0                        0.007888756945282288
0                         0.2845328260018502       0                        0                        0.0032250487999304247
0                         0.2980403224954885       0                        0                        -0.002656227651024015
0                         0.3119988484182304       0                        0                        -0.009901700062085126
0                         0.3264234641142345       0                        0                        -0.01865409501396539
0                         0.3413297328082957       0                        0                        -0.029043726655199567
0                         0.356733737397555        0                        0                        -0.04118304367298539
0                         0.3726520978039025       0                        0                        -0.05515199996866054
0                         0.38910198890579534      0                        0                        -0.07099579356942862
0                         0.4061011590688373       0                        0                        -0.08869946838995685
0                         0.4236679492951146       0                        0                        -0.10819987957794108
0                         0.44182131301194744      0                        0                        -0.1293387493876272
0                         0.4605808365214086       0                        0                        -0.1519128514699861
0                         0.4799667601326732       0                        0                        -0.1755837186390609
0                         0.5000000000000001       0                        0                        -0.2000123074251791
0                         0.5200332398673271       0                        0                        -0.2239073138524153
0                         0.5394191634785914       0                        0                        -0.24606559934343036
0                         0.5581786869880525       0                        0                        -0.26633053883066665
0                         0.5763320507048854       0                        0                        -0.28454902207696586
0                         0.5938988409311627       0                        0                        -0.3007166504639146
0                         0.6108980110942047       0                        0                        -0.31485372415987656
0                         0.6273479021960976       0                        0                        -0.32705948665695345
0                         0.6432662626024449       0                        0                        -0.33745151769023657
0                         0.6586702671917043       0                        0                        -0.34618118778839757
0                         0.6735765358857654       0                        0                        -0.35340543308652134
0                         0.6880011515817694       0                        0                        -0.35928877582899155
0                         0.7019596775045113       0                        0                        -0.3639907139732405
0                         0.7154671739981499       0                        0                        -0.3676647166816553
