% Model:              ns2d_2.mph
% Version:            COMSOL 5.3.1.201
% Date:               Oct 25 2022, 15:11
% Dimension:          2
% Nodes:              11980
% Expressions:        3
% Description:        速度场x 分量, 速度场y 分量, 压力
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  p (Pa)
0                         0.04742658226625161      0.02357271108903471      0                        5.505761164303553
0                         0.02470995693547957      0.012316817094505208     0                        5.5071782201784005
0.0375014151393512        0.044300844084260015     0.022044729211174466     -4.324602526332118E-5    5.505683313643675
0                         0.09206600077613403      0.04550324110688506      0                        5.509908057466887
0.04387908645778912       0.07204214503395155      0.0357170393224956       -9.424656039186965E-5    5.505946185131363
0                         0.13670541928601646      0.06718468641412288      0                        5.519558742126293
0.04671351131145755       0.11993737218385249      0.0590612661464207       -1.3666232497285037E-4   5.511055608169088
0                         0.20435169032216502      0.09956586932748714      0                        5.536706036966007
0.05276491227475196       0.18383518760999232      0.08967973568196413      -2.2044929825790058E-5   5.522841649343614
0                         0.2860951301620033       0.13793191361210078      0                        5.561017100110978
0.055400132403978404      0.2587115193585485       0.12488154954806148      4.384702593767382E-4     5.542051899917907
0                         0.3655255407670541       0.1744122128239616       0                        5.590104842749831
0.052547148193016285      0.3343520628146142       0.1597776293033308       0.0012307833764934476    5.561981016109548
0                         0.4420420537391924       0.20880845328997352      0                        5.614000871818657
0.06072821349404107       0.40765169407579843      0.19275834514963278      0.0027780908622220047    5.5808393908239635
0                         0.518523304991132        0.24245750138188307      0                        5.6331812182303125
0.06366991421209085       0.48166168885750804      0.2254285235822425       0.004698413725488272     5.594853114175827
0                         0.5988740818463771       0.27702140555397975      0                        5.647060051007348
0.06676434305649216       0.5592821403387452       0.2589395675407475       0.007257356362218358     5.605278669409312
0                         0.6832875318459909       0.31246365022448375      0                        5.652216971787285
0.06996642013316423       0.6416110701126952       0.2936442990011053       0.010554896572864647     5.609476783427471
0                         0.7719676850025863       0.3487379608332773       0                        5.6457135916068175
0.07314577521030781       0.7280755981570828       0.329190684582965        0.014653780094220038     5.603501928064554
0                         0.8647463470498573       0.38563653322892416      0                        5.62429054762081
0.07600486014666825       0.8186263015488744       0.3654548980824066       0.01947446020352434      5.5856355797799955
0                         0.9604500850151791       0.4225710196447355       0                        5.586108403417922
0.07828305422217559       0.9127633345433451       0.40215047773614016      0.024832060531315276     5.553160581986604
0                         1.0580356501644872       0.4590528602685568       0                        5.529209001098354
0.07993792538750943       1.0095862268087272       0.43883489533966197      0.0304340164595869       5.5048264676720065
0                         1.1575351016264117       0.49502458134462674      0                        5.452445882132746
0.08087113775470307       1.1080980522490254       0.4750765134301118       0.035924930503562526     5.439232273446358
0                         1.2593251838182544       0.5305438469966971       0                        5.355699982583103
0.08245433799628515       1.2088085245011113       0.5109387865225864       0.04165146025025283      5.355725846224096
0                         1.3627364517380376       0.5653025610630453       0                        5.240740625263628
0.08322212085048311       1.3113223294226666       0.5462770773403296       0.04667898913658777      5.255037046294923
0                         1.4661584228839832       0.5987279288798886       0                        5.1115295552431625
0.08355352164210358       1.4143956855994149       0.5805732660432469       0.05083955053872203      5.139864170774183
0                         1.569580442849675        0.630816298513826        0                        4.971807156769667
0.08373414606896731       1.517728541212555        0.6136777020426814       0.05408794550809697      5.013287892563459
0                         1.6730024934822345       0.6615676627912563       0                        4.82539142647574
0.08387894688590834       1.6211728398019696       0.6455073826861301       0.056385737165925105     4.878539385063443
0                         1.7764245673397243       0.6909820184543541       0                        4.676104922982154
0.08396815190621895       1.7246447163444718       0.6760094052012784       0.057682534604230014     4.739036716408969
0                         1.879846654424432        0.7190593619527955       0                        4.52752513264363
0.0840137836053869        1.8281085292757195       0.7051509901197764       0.05800556892687602      4.598119020019951
0                         1.9832687453311162       0.7457996904026043       0                        4.382763678144481
0.08403246357982838       1.93155244059354         0.7329128674261401       0.05743177413026857      4.458805824033845
0                         2.0866908464900957       0.7712030051934509       0                        4.2443616471318935
0.08403712763418308       2.0349797955004054       0.759285674114686        0.05606895389857392      4.323682837679236
0                         2.190112950641873        0.7952693042853581       0                        4.114239831162434
0.08403713580426675       2.1384018965909304       0.7842671542981855       0.05404229228590227      4.194833837142699
0                         2.293535060369046        0.8179985881131454       0                        3.993717752793246
0.0840371376496816        2.2418240052665435       0.8078577875086778       0.051481779629117874     4.073832114826955
0                         2.396957171635347        0.8393908556517907       0                        3.883582596826598
0.0840371421912163        2.3452461149557795       0.8300600824592989       0.04851281782374597      3.961754008341052
0                         2.500379285780555        0.8594461070927476       0                        3.784185007790588
0.08403714332868845       2.448668228572907        0.8508783652829864       0.04525319517473365      3.859244428585065
0                         2.6038014007114056       0.8781643419590354       0                        3.695520891344991
0.08403714582203774       2.5520903426754957       0.8703181830664436       0.04180932789115519      3.766584617158607
0                         2.7072235171025207       0.8955455603292014       0                        3.6173087850783454
0.0840371464114934        2.6555124587849135       0.8883858510359081       0.038273639209667414     3.6837543052170028
0                         2.810645634421345        0.9115897620674372       0                        3.549069066652646
0.08403714718911849       2.7589345757573542       0.905087781088489        0.034723504646011503     3.6105011360350763
0                         2.914067752309586        0.9262969470891277       0                        3.4901922272920665
0.084037147817708         2.8623566933837137       0.9204300402872528       0.031221470859311238     3.5464050815260983
0                         3.017489870571871        0.939667115348195        0                        3.4399938678010358
0.08403714828806466       2.9657788114599977       0.9344180903534217       0.0278163184635988       3.490933673474839
0                         3.120911989086985        0.9517002668168124       0                        3.3977569888782493
0.08403714862988995       3.0692009298445933       0.9470566557811669       0.024544610655540148     3.4434871931976976
0                         3.2243341077754826       0.9623964014774713       0                        3.3627628094818447
0.08403714887388587       3.172623048441813        0.9583496908550152       0.021432453770581048     3.4034338043897576
0                         3.3277562265838125       0.9717555193189481       0                        3.3343120215324284
0.0840371490456936        3.2760451671864583       0.9683004105879157       0.018497275662220123     3.370135657956061
0                         3.4311783454752756       0.9797776203339846       0                        3.3117384516187154
0.08403714916530973       3.37946728603362         0.9769113593559345       0.015749497750784425     3.342967346742078
0                         3.5346004644244764       0.9864627045178803       0                        3.294416961442409
0.08403714924777242       3.482889404952115        0.9841844973925576       0.013194031711004231     3.3213282010996736
0                         3.6380225834137323       0.9918107718675956       0                        3.2817671431948923
0.08403714930412086       3.586311523920188        0.9901212921068673       0.010831570804403355     3.3046498164603704
0                         3.7414447024307185       0.9958218223811789       0                        3.2732540704623094
0.08403714934231195       3.6897336429226275       0.9947228061019936       0.008659671505527369     3.292400021368208
0                         3.844866821466828        0.9984958560573872       0                        3.268387088636324
0.08403714936799449       3.793155761948804        0.9979897772825356       0.006673636844783275     3.28408428885951
0                         3.948288940516075        0.9998328728954405       0                        3.266717385849429
0.08403714938511864       3.8965778809913054       0.9999226889767964       0.004867221337552158     3.279245388774122
0                         4.051711059574286        0.9998328728948566       0                        3.267834887505574
0.08403714939637526       4.00000000004498         1.0005218295505103       0.003233180909291676     3.277461895497503
0                         4.155133178638506        0.9984958560553446       0                        3.271364861739284
0.084037149403405         4.103422119106274        0.9997873418648758       0.0017636918265886432    3.278346013821508
0                         4.258555297705512        0.9958218223767759       0                        3.276964501144549
0.08403714940626511       4.206844238172873        0.9977192634712716       4.5066142315423446E-4    3.2815410604800532
0                         4.361977416774101        0.9918107718590967       0                        3.284319654968216
0.08403714941036454       4.310266357240778        0.9943175587161183       -7.140488341838455E-4    3.2867188406355097
0                         7.9774980522936145       0.011219327750031429     0                        3.4693394496002963
0                         7.955552637917782        0.02210020804135493      0                        3.4678195734142037
0.03421038021219872       7.9595410740559185       0.020116171892190962     1.4593847034718999E-6    3.4662789900067352
0                         4.465399535844865        0.9864627045022115       0                        3.293141818250067
0.08403714941410455       4.413688476309878        0.9895821439331485       -0.0017384700897271927   3.293577080955003
0                         4.568821654915894        0.9797776203061715       0                        3.3031654365436283
0.08403714941606355       4.517110595380346        0.9835129068908085       -0.0026304274994550215   3.301837024382696
0                         4.672243773985224        0.9717555192711315       0                        3.3141455518324254
0.08403714941713623       4.620532714450385        0.9761097215063533       -0.003397483660863405    3.3112412496451795
0                         4.775665893050254        0.9623964013974095       0                        3.3258557917564353
0.08403714941794838       4.723954833518423        0.967372458733485        -0.004046913721858096    3.3215517480205414
0                         4.879088012106975        0.9517002666856129       0                        3.3380866889114116
0.084037149419472         4.827376952584598        0.9573009943855103       -0.004585703792835762    3.332548268057542
0                         4.982510131148706        0.9396671151368846       0                        3.3506443070643743
0.0840371494247004        4.930799071658038        0.9458952145402985       -0.0050205659700185735   3.3440269239670486
0                         7.917888917661531        0.040634151804059694     0                        3.466675021130678
0.04162910746753668       7.931602940018079        0.03389355876322512      8.153143753925552E-6     3.465445868417373
0                         5.0859322501640944       0.9262969467533465       0                        3.3633491452837467
0.08403714944447747       5.0342211907875045       0.9331550190619682       -0.0053579647002913915   3.3557990533336306
0                         5.189354369133745        0.9115897615389045       0                        3.376035288054057
0.084037149517413         5.137643310179853        0.9190803236720869       -0.005604150402217658    3.3676903034607655
0                         5.292776488024687        0.8955455595006597       0                        3.388549768590441
0.0840371497728612        5.241065430632611        0.9036710608920947       -0.0057651972378501845   3.379539922138225
0                         5.3961986067812475       0.8781643406513814       0                        3.4007521132890024
0.08403715060604261       5.344487555031997        0.886927180005095        -0.005847042740094067    3.3912002272038806
0                         7.865200882625225        0.06626388355957379      0                        3.4671084732161765
0.04042939065954181       7.887202224649471        0.0555883241136912       1.6612119351545492E-5    3.465918947898078
0                         5.499620725310124        0.8594461050137711       0                        3.4125140373245766
0.08403715305661003       5.44790969324871         0.8688486457751985       -0.005855527673405261    3.402536229701903
0                         5.603042843456178        0.8393908526277457       0                        3.423719265419512
0.08403715911244984       5.551331877081812        0.8494354345570124       -0.005796435040566219    3.4134253876970235
0                         5.706464960963531        0.8179985835627334       0                        3.434263458742682
0.08403716898516522       5.654754202177462        0.8286875235945911       -0.005675527428062405    3.4237574728708586
0                         7.798067450526448        0.09841772757822058      0                        3.4678153175246362
0.04545463887266782       7.817642291438541        0.08908673771433241      3.501368956921911E-5     3.4653330956562782
0                         5.809887077413596        0.7952692979382044       0                        3.4440542389811886
0.08403716011822458       5.758176933417994        0.8066048632378874       -0.0054985814241335735   3.433434541081111
0                         7.717891298093042        0.13608026847275237      0                        3.468668936995711
0.05097599390989184       7.736411468028347        0.12739921501835438      5.6518622885402474E-5    3.4658287600385767
0                         5.913309192127214        0.7712029959575942       0                        3.4530113097025623
0.08403698989597748       5.861600732576993        0.7831873128699666       -0.005271415548766957    3.4423710119328645
0                         7.635422373705058        0.17398151029779252      0                        3.470305845595694
0.061861299428030564      7.6642023800110675       0.1607737120067696       6.136545922667189E-5     3.466485978972113
0                         6.016731304011612        0.7457996779637264       0                        3.4610667002490945
0.08403605394044233       5.965027045627147        0.7584345209760303       -0.004999903116285702    3.4504938759876507
0                         6.120153411323158        0.7190593445284236       0                        3.4681651466524586
0.08403236698747635       6.068458493950967        0.7323457755006987       -0.004689957825749195    3.4577430683326527
0                         6.2235755113027755       0.6909819965959124       0                        3.474264299792969
0.08402080952941399       6.171898608450258        0.7049200016515959       -0.004347495096294494    3.4640719845807904
0                         6.326997599620308        0.6615676357100828       0                        3.4793350472793616
0.08399115171108763       6.2753497553039015       0.6761563052639438       -0.003978428679010008    3.4694478061479574
0                         7.558684066438258        0.208485482204904        0                        3.473010823381103
0.06132093224610192       7.598137936689134        0.19075242331453676      4.065578749427426E-5     3.4684954173587337
0                         6.430419669533492        0.6308162643715444       0                        3.483361561922108
0.08392752852934966       6.378807804420043        0.6460556361772171       -0.0035888121256934867   3.4738521762554
0                         6.533841710622501        0.5987278865943524       0                        3.4863422846296506
0.08381572229170324       6.482250214912457        0.614624888301485        -0.003185343478207646    3.4772804814706046
0                         7.481478676897469        0.2424566388942656       0                        3.4754106164328706
0.06342575785297239       7.525630298569167        0.2230325516603244       -7.680254280922649E-6    3.4702674060822587
0                         6.6372637068930915       0.5653025087690319       0                        3.488297060591641
0.08365235771252529       6.585629143337225        0.5818802540418031       -0.0027756448696064314   3.4797430988721048
0                         6.740675005037626        0.5305437822976256       0                        3.489295293024599
0.08351289261210393       6.688845960790881        0.5478572058156451       -0.0023698436999618076   3.4812771371360363
0                         6.842465124505244        0.49502450099821166      0                        3.489433970601265
0.08255375765037969       6.790854920122857        0.5129321221714501       -0.0019584515343640968   3.481982683621973
0                         6.941964624256481        0.459052759351464        0                        3.4887474516659105
0.08158609931321759       6.8915194611165065       0.477196218697814        -0.0015745282929662617   3.481890516441677
0                         7.0395502558422445       0.4225708901380842       0                        3.4873398507517934
0.08036079577297012       6.990387019704199        0.4408679308534465       -0.0012210437738145662   3.4811271594474964
0                         7.135254090818367        0.38563636162541853      0                        3.4853899796429837
0.078774179706187         7.0872507258786674       0.40409407637886136      -9.038486014285554E-4    3.4798058661451265
0                         7.401127156505604        0.2770208790800066       0                        3.4779985466298537
0.0676218655259899        7.445419887951678        0.25796469008215644      -9.316589320922267E-5    3.472074603653898
0                         7.228032902181594        0.3487377239020672       0                        3.4830954068985833
0.07665392346427446       7.181410137288285        0.36722682803966805      -6.28802505484376E-4     3.4781327500745163
0                         7.316713296503261        0.3124633067999044       0                        3.4804879824547794
0.07004176247508025       7.358210494881261        0.2950218102706155       -2.2307851734226875E-4   3.4742050981862573
0.07359716120570914       7.27205825801327         0.3306912733278839       -3.984353074874504E-4    3.476269131910644
7.999999999999998         0.021824751139747356     0.07037080806024239      -0.01998845735571951     3.6150511165829418
8                         0.04306530592269375      0.10908537128960243      -0.04616157591595802     2.4146175534519827
7.964802705449467         0.04034537014054558      0.07267367841630634      -0.018428220726016662    1.9495561027208108
8                         0.07656113383792373      0.15648609041800876      -0.07466998982771934     1.6290097538053978
7.956913451583546         0.07104234882967561      0.11652969559986161      -0.03270829169307756     1.5747130445918207
8                         0.12845706365773601      0.21926246286691545      -0.10733412491886007     1.197683937990465
7.955318336745873         0.11946817612795817      0.18261089150492807      -0.06086321973094543     1.2243702554147171
8                         0.19345470154031652      0.2896222379162531       -0.13805126847681107     0.8865177632500093
7.94753047030783          0.18887824976804637      0.2614133819475999       -0.08892014390255908     0.9018921040392921
8                         0.2781827582705736       0.37435579461159624      -0.16853309577407916     0.6504397213222535
7.941613034041433         0.2670904044621612       0.34332204487859236      -0.11438600332511707     0.6936732806615188
8                         0.3705027090222872       0.4604426801088018       -0.19297258838197875     0.47456797050351257
7.938798047513573         0.33675572458622255      0.41269665805731653      -0.133453716710204       0.5496652666021918
8                         0.4506545879402637       0.5317939864312837       -0.20860303115020898     0.3550757370745479
7.937846868695449         0.4084133301956734       0.4813035817558849       -0.1502496455309472      0.443685427660598
7.999999999999999         0.5186060486177766       0.5901472044366355       -0.21877999856247268     0.2681933446607542
7.936710322252597         0.4777916964316634       0.544723749208536        -0.16293527545058437     0.34533678992662536
8                         0.5989729987562189       0.6568656690987048       -0.22755109801446324     0.1932071248771355
7.93324149793245          0.556564990567192        0.6137192340475145       -0.17238221407055698     0.26362129463876055
7.999999999999999         0.6834035302167462       0.7241144595886285       -0.23350387049051805     0.12100428832846051
7.929992038339298         0.6388057324970758       0.6828501712041438       -0.17937351646833488     0.18459196302204203
8                         0.7721019689976325       0.7917602061149202       -0.23672599777736011     0.0569869692947421
7.926584351538797         0.7282643037562089       0.7548595173210567       -0.18400878022042136     0.11609402942208392
8                         0.864899004778545        0.8591870429946796       -0.23722479530310073     2.451104844442455E-5
7.923640980344935         0.8188009751551925       0.8243814692203025       -0.18626655615610851     0.055995306619872676
8                         0.9606189695014179       0.9250935647393624       -0.23514554541795044     -0.050344350952097466
7.921051915083157         0.9128170152499907       0.8928993031259843       -0.18647213054082834     0.0033405097903932497
8                         1.0582210807433696       0.9884806075747914       -0.2306995612520332      -0.09438569264674408
7.919420836852645         1.00975005259468         0.9596131584816217       -0.18504616188211723     -0.04334824273728231
8                         1.1577376527979875       1.0490970383290155       -0.22408415845687593     -0.13303076833025906
7.918145994455313         1.108529464937144        1.0234587277547436       -0.18176535691410292     -0.08444448756000576
8                         1.259547051801789        1.1068627189082676       -0.21543111953796382     -0.1670586179217347
7.917351605724842         1.2091386048449173       1.0841394124049515       -0.17684981656727186     -0.12067509477314971
7.999999999999998         1.3629727378739556       1.1610818052465608       -0.20494717335198578     -0.19739550415707666
7.9166213925016065        1.3111718519641187       1.1411870837828084       -0.17025550086832164     -0.15268259815178395
7.999999999999997         1.4664085984438597       1.2107616279578086       -0.19295880049051126     -0.2244352335542166
7.916421107925522         1.4144483307362627       1.1942656598890842       -0.16233080691273274     -0.1811225224866212
7.999999999999999         1.5698445119998272       1.2558493507356112       -0.1796450005583784      -0.24850177861840272
7.916211537005632         1.5178770759531584       1.2427331964044683       -0.15304718772117676     -0.20659729558695974
8                         1.6732804611207428       1.2963052459621756       -0.1651363292378091      -0.2703129402553984
7.916079278240604         1.6213659351547909       1.2865055953464921       -0.14258307408504234     -0.2295544843083405
7.999999999999998         1.7767164340308432       1.3320870095664885       -0.14953555847868144     -0.29036052225826214
7.916012431869258         1.7248749270030783       1.32554005292363         -0.13104101090157394     -0.25055789012531055
7.999999999999998         1.8801524227930524       1.3631517448655792       -0.13292348483301425     -0.3090238619718318
7.915980197899608         1.8283658995068834       1.3597989396434818       -0.11849846643304439     -0.270024439709275
7.999999999999998         1.9835884220763613       1.389456034180724        -0.11536382729104595     -0.32658381345122994
7.915967777256133         1.9318364176234406       1.389255436458776        -0.10501867293577428     -0.28827546225656014
8                         2.0870244283140273       1.4109556369645146       -0.0969081656675338      -0.34323710506429367
7.91596250792045          2.0352911667318137       1.4138806390070817       -0.09065249034806554     -0.30555445771940076
7.999999999999999         2.1904604391291524       1.4276060253694876       -0.07760015879708912     -0.35909699890978325
7.915960239469283         2.138736182603343        1.4336402920367284       -0.07544331386501836     -0.32202446318071704
8                         2.293896452943503        1.4393628584410545       -0.057479825384780386    -0.3741996758774028
7.915959277429398         2.2421760841078235       1.4484951595069864       -0.05942953175138282     -0.3377715030363802
8                         2.397332468711909        1.4461831183211358       -0.036587587285695854    -0.3885073932760526
