% Model:              ns2d_C.mph
% Version:            COMSOL 6.0.0.354
% Date:               Aug 12 2023, 23:34
% Dimension:          2
% Nodes:              10201
% Expressions:        3
% Description:        速度场x 分量, 速度场y 分量, 压力
% Length unit:        null
% x                       y                        u @ Re=100               v @ Re=100               p @ Re=100
0                         0                        0                        0                        0
0                         0.004006647973465352     0                        0                        -5.889960972200816E-5
0                         0.008147082111446234     0                        0                        -2.885965196250614E-4
0                         0.012425769673840273     0                        0                        -6.271443303180137E-4
0                         0.016847327087023307     0                        0                        -9.59573748486459E-4
0                         0.02141652492467401      0                        0                        -0.0012088863417548312
0                         0.026138293054913518     0                        0                        -0.0013183643735489858
0                         0.03101772595931337      0                        0                        -0.001243550562263861
0                         0.03606008822951071      0                        0                        -9.480485246554112E-4
0                         0.04127082024736123      0                        0                        -4.00928134800765E-4
0                         0.046655544054758365     0                        0                        4.248690535839592E-4
0                         0.05222006941945181      0                        0                        0.0015535098364892746
0                         0.05797040010341013      0                        0                        0.0030068295000096872
0                         0.06391274034049056      0                        0                        0.004804568632540206
0                         0.07005350153040497      0                        0                        0.00696432736237315
0                         0.07639930915620428      0                        0                        0.00950124241811478
0                         0.08295700993274494      0                        0                        0.012427368344612237
0                         0.08973367919385028      0                        0                        0.01575072632047104
0                         0.0967366285261368       0                        0                        0.019473970490392917
0                         0.10397341365774188      0                        0                        0.023592609987095694
0                         0.11145184261046429      0                        0                        0.028092720862119818
0                         0.11917998412411362      0                        0                        0.032948066929725565
0                         0.12716617636215694      0                        0                        0.0381165850597074
0                         0.13541903590805648      0                        0                        0.04353610690714024
0                         0.14394746706200423      0                        0                        0.049119439822230944
0                         0.15276067144808472      0                        0                        0.05474863922296528
0                         0.16186815794223003      0                        0                        0.060268210627293435
0                         0.17127975293168068      0                        0                        0.06547823641487474
0                         0.18100561091701992      0                        0                        0.07012679719407608
0                         0.19105622546822132      0                        0                        0.07390232965449274
0                         0.2014424405465303       0                        0                        0.07642641120041947
0                         0.21217546220439468      0                        0                        0.07724761804447881
0                         0.22326687067606885      0                        0                        0.07583729951986136
0                         0.2347286328719353       0                        0                        0.07158839073662904
0                         0.24657311529002482      0                        0                        0.06381839244104516
0                         0.25881309735866564      0                        0                        0.051778170893578744
0                         0.2714617852246581       0                        0                        0.03466756820300602
0                         0.2845328260018502       0                        0                        0.011660248453733578
0                         0.2980403224954885       0                        0                        -0.01806314453825296
0                         0.3119988484182304       0                        0                        -0.05526946590347501
0                         0.3264234641142345       0                        0                        -0.10062225263858084
0                         0.3413297328082957       0                        0                        -0.15461438964761237
0                         0.356733737397555        0                        0                        -0.21751002792623383
0                         0.3726520978039025       0                        0                        -0.2892579879000202
0                         0.38910198890579534      0                        0                        -0.36945699961459116
0                         0.4061011590688373       0                        0                        -0.4572487228989514
0                         0.4236679492951146       0                        0                        -0.5513735544682934
0                         0.44182131301194744      0                        0                        -0.6500088623394529
